key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchprac,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,Colour1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trialnumber,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.70768,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,-84.5,1,0,0,response3disk,7,0,-0.5,1,0,0,rectangle,0,-0.5,1,0,0,,0,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",0,-0.5,1,0,0,0,9,8,8,7,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.449085,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,-82.5,1,0,0,response3disk,5,5,11.5,1,0,0,rectangle,5,11.5,1,0,0,,0,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",5,11.5,1,0,0,0,10,9,9,80,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,3.064425,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-34,70.5,1,0,0,response7disk,4,1,7.5,1,0,0,rectangle,39,-87.5,1,0,0,4,4,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",-4,-3.5,1,0,0,0,11,10,10,84,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,4,1.33733,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,-83.5,1,0,0,response3disk,2,8,1.5,1,0,0,rectangle,55,-30.5,1,0,0,5,5,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",2,0.5,1,0,0,0,12,11,11,129,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.557865,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,89.5,1,0,0,response1disk,7,8,3.5,1,0,0,rectangle,8,3.5,1,0,0,5,7,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",8,3.5,1,0,0,0,13,12,12,150,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.54951,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,88.5,1,0,0,response1disk,7,19,5.5,1,0,0,rectangle,19,5.5,1,0,0,5,1,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",19,5.5,1,0,0,0,14,13,13,107,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,1.6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-59,106.5,1,0,0,response7disk,7,7,6.5,1,0,0,rectangle,7,6.5,1,0,0,5,0,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",7,6.5,1,0,0,0,15,14,14,51,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,69.5,1,0,0,response1disk,2,8,1.5,1,0,0,rectangle,8,1.5,1,0,0,5,0,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",8,1.5,1,0,0,0,16,15,15,138,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,1.50161,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-36,86.5,1,0,0,response7disk,3,2,3.5,1,0,0,rectangle,2,3.5,1,0,0,5,0,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",2,3.5,1,0,0,0,17,16,16,4,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b99c0a6a9c8150001d33bbc,5fb5d99cb10d321e67cdf81e,2020-11-18_18h43.25.664,Colour_Similarity_Experiment,2020.1.2,Win32,60,5fb5945709dec70f2d595766,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.07647,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,33,59.5,1,0,0,response1disk,1,3,-9.5,1,0,0,rectangle,3,-9.5,1,0,0,5,1,"[196,148,267,171,55,213,167,12,286,205,229,274,11,91,182,177,34,319,95,97]",3,-9.5,1,0,0,0,18,17,17,53,1,,,,,,,,,,,,,,,,,,,,,
